"source_system;client_id;snapshot_ts;invoice_internal_id;customer_id;document_number;invoice_date;due_date;posting_period;document_type;document_status; currency_id;exchange_rate;subsidiary_id;payment_terms;amount_total;amount_tax;amount_net;amount_paid;open_balance;last_modified_ts"
"netsuite;vonderk;2026-07-20 14:19;330836;3923;MEX-9900022076;16/06/2026;23/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;188993.00;;188993;188993.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;330837;3640;MEX-9900022077;16/06/2026;23/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;630315.00;;630315;630315.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;330838;3854;MEX-9900022078;16/06/2026;23/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;27376.00;;27376;27376.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;330840;3640;MEX-9900022079;16/06/2026;23/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;198940.00;;198940;198940.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;330845;3702;MEX-9900022080;16/06/2026;23/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;300672.00;;300672;300672.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;330847;3746;MEX-9900022081;16/06/2026;23/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;.00;;0;.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;330848;3953;MEX-9900022082;16/06/2026;23/06/2026;jun 2026;Factura de venta;Abierta;1;1.00;11;PLAZO 7 DIAS;271730.00;;271730;.00;271730.00; "
"netsuite;vonderk;2026-07-20 14:19;330849;3811;MEX-9900022083;16/06/2026;23/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;114695.00;;114695;114695.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;330850;3811;MEX-9900022084;16/06/2026;23/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;94830.00;;94830;94830.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;330852;3924;MEX-9900022085;16/06/2026;23/06/2026;jun 2026;Factura de venta;Abierta;1;1.00;11;PLAZO 7 DIAS;2048415.00;;2048415;.00;2048415.00; "
"netsuite;vonderk;2026-07-20 14:19;330853;5264;MEX-9900022086;16/06/2026;23/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;.00;;0;.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;330854;3746;FC A-00007-00048030;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;54992.70;11347.70;43645;54992.70;.00; "
"netsuite;vonderk;2026-07-20 14:19;330855;3834;FC A-00007-00048031;16/06/2026;23/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 7 DIAS;372831.26;64706.26;308125;372831.26;.00; "
"netsuite;vonderk;2026-07-20 14:19;330856;3816;FC A-00007-00048032;16/06/2026;16/07/2026;jun 2026;Factura de venta;Abierta;1;1.00;3;PLAZO 30 DIAS;2071450.47;359507.93;1711942.54;.00;2071450.47; "
"netsuite;vonderk;2026-07-20 14:19;330857;3746;FC A-00007-00048033;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;307666.80;63486.80;244180;307666.80;.00; "
"netsuite;vonderk;2026-07-20 14:19;330858;3979;FC A-00007-00048034;16/06/2026;15/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;1801536.08;333889.58;1467646.5;1801536.08;.00; "
"netsuite;vonderk;2026-07-20 14:19;330859;4047;FC A-00007-00048035;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;40704.40;7064.40;33640;40704.40;.00; "
"netsuite;vonderk;2026-07-20 14:19;330862;3727;FC A-00007-00048036;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;65407.76;11351.76;54056;65407.76;.00; "
"netsuite;vonderk;2026-07-20 14:19;330863;13828;FC A-00007-00048037;16/06/2026;23/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 7 DIAS;522458.92;80411.92;442047;522458.92;.00; "
"netsuite;vonderk;2026-07-20 14:19;330864;3979;FC A-00007-00048038;16/06/2026;15/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;19827.81;3674.81;16153;19827.81;.00; "
"netsuite;vonderk;2026-07-20 14:19;330869;3727;FC A-00007-00048039;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;683465.48;118617.98;564847.5;683465.48;.00; "
"netsuite;vonderk;2026-07-20 14:19;330870;3787;FC A-00007-00048040;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;73593.73;12505.23;61088.5;73593.73;.00; "
"netsuite;vonderk;2026-07-20 14:19;330875;3815;FC A-00007-00048041;16/06/2026;16/07/2026;jun 2026;Factura de venta;Abierta;1;1.00;3;PLAZO 30 DIAS;713028.80;123748.80;589280;696831.06;16197.74; "
"netsuite;vonderk;2026-07-20 14:19;330876;3767;FC A-00007-00048042;16/06/2026;15/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;936288.93;162496.43;773792.5;936288.93;.00; "
"netsuite;vonderk;2026-07-20 14:19;330878;3868;FC A-00007-00048043;16/06/2026;15/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;706186.25;122561.25;583625;706186.25;.00; "
"netsuite;vonderk;2026-07-20 14:19;330879;3877;FC A-00007-00048044;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1136916.00;197316.00;939600;1136916.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;330881;3746;FC A-00007-00048045;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;38001.60;7841.60;30160;38001.60;.00; "
"netsuite;vonderk;2026-07-20 14:19;330882;3710;FC A-00007-00048046;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1056509.88;139384.88;917125;1056509.88;.00; "
"netsuite;vonderk;2026-07-20 14:19;330884;3702;FC A-00007-00048047;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;4607118.50;795431.00;3811687.5;4607118.50;.00; "
"netsuite;vonderk;2026-07-20 14:19;330885;3702;FC A-00007-00048048;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;285578.37;51113.37;234465;285578.37;.00; "
"netsuite;vonderk;2026-07-20 14:19;330886;3767;FC A-00007-00048049;16/06/2026;15/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;625409.07;108542.07;516867;625409.07;.00; "
"netsuite;vonderk;2026-07-20 14:19;330887;3769;FC A-00007-00048050;16/06/2026;15/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;542052.78;94075.28;447977.5;542052.78;.00; "
"netsuite;vonderk;2026-07-20 14:19;330888;3682;FC A-00007-00048051;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;2650455.00;530091.00;2120364;2650455.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;330889;3682;FC A-00007-00048052;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;549821.88;99002.38;450819.5;549821.88;.00; "
"netsuite;vonderk;2026-07-20 14:19;330890;3778;FC A-00007-00048053;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;2001448.39;356872.89;1644575.5;2001448.39;.00; "
"netsuite;vonderk;2026-07-20 14:19;330891;3811;FC A-00007-00048054;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;154396.00;26796.00;127600;154396.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;330892;3712;FC A-00007-00048055;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;2739318.40;475418.90;2263899.5;2739318.40;.00; "
"netsuite;vonderk;2026-07-20 14:19;330894;3746;FC A-00007-00048056;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;733577.07;151373.07;582204;733577.07;.00; "
"netsuite;vonderk;2026-07-20 14:19;330896;3767;FC A-00007-00048057;16/06/2026;15/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;870530.27;151083.77;719446.5;870530.27;.00; "
"netsuite;vonderk;2026-07-20 14:19;330899;3702;FC A-00007-00048058;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;163636.48;26857.98;136778.5;163636.48;.00; "
"netsuite;vonderk;2026-07-20 14:19;330900;3655;FC A-00007-00048059;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;335437.20;69217.20;266220;335437.20;.00; "
"netsuite;vonderk;2026-07-20 14:19;330901;3746;FC A-00007-00048060;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;741762.00;153062.00;588700;741762.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;330904;3750;FC A-00007-00048061;16/06/2026;16/07/2026;jun 2026;Factura de venta;Abierta;1;1.00;3;PLAZO 30 DIAS;948745.88;164658.38;784087.5;38482.47;910263.41; "
"netsuite;vonderk;2026-07-20 14:19;330908;3788;FC A-00007-00048062;16/06/2026;23/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 7 DIAS;222652.14;41634.14;181018;222652.14;.00; "
"netsuite;vonderk;2026-07-20 14:19;330909;3941;FC A-00007-00048063;16/06/2026;16/07/2026;jun 2026;Factura de venta;Abierta;1;1.00;3;PLAZO 30 DIAS;2080837.00;361137.00;1719700;.00;2080837.00; "
"netsuite;vonderk;2026-07-20 14:19;330910;3859;FC A-00007-00048064;16/06/2026;16/07/2026;jun 2026;Factura de venta;Abierta;1;1.00;3;PLAZO 30 DIAS;129359.29;22450.79;106908.5;.00;129359.29; "
"netsuite;vonderk;2026-07-20 14:19;330911;3843;FC A-00007-00048065;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;351952.70;61082.70;290870;351952.70;.00; "
"netsuite;vonderk;2026-07-20 14:19;330912;3857;FC A-00007-00048066;16/06/2026;16/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1019952.34;183925.84;836026.5;1019952.34;.00; "
"netsuite;vonderk;2026-07-20 14:19;330915;4173;FC A-00007-00048067;16/06/2026;16/07/2026;jun 2026;Factura de venta;Abierta;1;1.00;3;PLAZO 30 DIAS;34704.74;6603.74;28101;.00;34704.74; "
"netsuite;vonderk;2026-07-20 14:19;331797;3720;MEX-9900000691;16/06/2026;;jun 2026;Nota de crédito;Totalmente aplicada;1;1.00;11;;-380460.50;;-380460.5;380460.50;.00; "
"netsuite;vonderk;2026-07-20 14:19;331798;3720;MEX-9900000692;16/06/2026;;jun 2026;Nota de crédito;Totalmente aplicada;1;1.00;11;;-161652.15;;-161652.15;161652.15;.00; "
"netsuite;vonderk;2026-07-20 14:19;329228;3961;MEX-9900022040;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;.00;;0;.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329230;3740;MEX-9900022041;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;79996.50;;79996.5;79996.50;.00; "
"netsuite;vonderk;2026-07-20 14:19;329231;3641;MEX-9900022042;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;.00;;0;.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329232;4075;MEX-9900022043;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;.00;;0;.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329233;3763;MEX-9900022044;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;430287.50;;430287.5;430287.50;.00; "
"netsuite;vonderk;2026-07-20 14:19;329234;3764;MEX-9900022045;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;1796985.00;;1796985;1796985.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329235;3865;MEX-9900022046;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;567008.00;;567008;567008.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329236;3643;MEX-9900022047;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;.00;;0;.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329237;3922;MEX-9900022048;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;75893.00;;75893;75893.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329238;3850;MEX-9900022049;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;373998.50;;373998.5;373998.50;.00; "
"netsuite;vonderk;2026-07-20 14:19;329239;3640;MEX-9900022050;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;106575.00;;106575;106575.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329240;13716;MEX-9900022051;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;6090.00;;6090;6090.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329241;13943;MEX-9900022052;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;487200.00;;487200;487200.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329242;3740;MEX-9900022053;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;327700.00;;327700;327700.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329243;3640;MEX-9900022054;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;367937.50;;367937.5;367937.50;.00; "
"netsuite;vonderk;2026-07-20 14:19;329244;13716;MEX-9900022055;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;19314.00;;19314;19314.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329245;3641;MEX-9900022056;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;392500.50;;392500.5;392500.50;.00; "
"netsuite;vonderk;2026-07-20 14:19;329247;4069;MEX-9900022057;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;872494.00;;872494;872494.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329248;3845;MEX-9900022058;12/06/2026;19/06/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;82940.00;;82940;82940.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329249;3767;FC A-00007-00047969;12/06/2026;11/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;2651488.13;460175.63;2191312.5;2651488.13;.00; "
"netsuite;vonderk;2026-07-20 14:19;329250;3882;FC A-00007-00047970;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;592933.28;102905.78;490027.5;592933.28;.00; "
"netsuite;vonderk;2026-07-20 14:19;329252;13834;FC A-00007-00047971;12/06/2026;12/07/2026;jun 2026;Factura de venta;Abierta;1;1.00;3;PLAZO 30 DIAS;310967.58;53969.58;256998;.00;310967.58; "
"netsuite;vonderk;2026-07-20 14:19;329253;3767;FC A-00007-00047972;12/06/2026;11/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;750798.79;130303.92;620494.87;750798.79;.00; "
"netsuite;vonderk;2026-07-20 14:19;329254;3767;FC A-00007-00047973;12/06/2026;11/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;2486831.48;341816.03;2145015.45;2486831.48;.00; "
"netsuite;vonderk;2026-07-20 14:19;329255;3780;FC A-00007-00047974;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;482487.50;96497.50;385990;482487.50;.00; "
"netsuite;vonderk;2026-07-20 14:19;329256;3845;FC A-00007-00047975;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;93339.40;16199.40;77140;93339.40;.00; "
"netsuite;vonderk;2026-07-20 14:19;329257;3816;FC A-00007-00047976;12/06/2026;12/07/2026;jun 2026;Factura de venta;Abierta;1;1.00;3;PLAZO 30 DIAS;75794.40;13154.40;62640;.00;75794.40; "
"netsuite;vonderk;2026-07-20 14:19;329258;3812;FC A-00007-00047977;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;365988.70;63518.70;302470;365988.70;.00; "
"netsuite;vonderk;2026-07-20 14:19;329259;3720;FC A-00007-00047978;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;251337.08;45770.56;205566.52;251337.08;.00; "
"netsuite;vonderk;2026-07-20 14:19;329261;4466;FC A-00007-00047979;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;698178.06;103228.56;594949.5;698178.06;.00; "
"netsuite;vonderk;2026-07-20 14:19;329262;3790;FC A-00007-00047980;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;636477.51;127295.51;509182;636477.51;.00; "
"netsuite;vonderk;2026-07-20 14:19;329263;3979;FC A-00007-00047981;12/06/2026;11/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;38623.29;7158.29;31465;38623.29;.00; "
"netsuite;vonderk;2026-07-20 14:19;329264;3979;FC A-00007-00047982;12/06/2026;11/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;513511.75;95172.25;418339.5;513511.75;.00; "
"netsuite;vonderk;2026-07-20 14:19;329417;3787;FC A-00007-00047983;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;289948.82;51307.82;238641;289948.82;.00; "
"netsuite;vonderk;2026-07-20 14:19;329424;3674;FC A-00007-00047984;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;124236.00;25636.00;98600;124236.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329425;3674;FC A-00007-00047985;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1660377.60;342617.60;1317760;1660377.60;.00; "
"netsuite;vonderk;2026-07-20 14:19;329426;3771;FC A-00007-00047986;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1162496.61;201755.61;960741;1162496.61;.00; "
"netsuite;vonderk;2026-07-20 14:19;329437;3840;FC A-00007-00047987;12/06/2026;10/09/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 90 DIAS;9189824.50;1510624.50;7679200;9189824.50;.00; "
"netsuite;vonderk;2026-07-20 14:19;329442;3979;FC A-00007-00047988;12/06/2026;11/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;842005.47;156053.97;685951.5;842005.47;.00; "
"netsuite;vonderk;2026-07-20 14:19;329447;4047;FC A-00007-00047989;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;107726.30;18696.30;89030;107726.30;.00; "
"netsuite;vonderk;2026-07-20 14:19;329453;3674;FC A-00007-00047990;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;619718.40;127878.40;491840;619718.40;.00; "
"netsuite;vonderk;2026-07-20 14:19;329455;3847;FC A-00007-00047991;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;450415.24;78171.24;372244;450415.24;.00; "
"netsuite;vonderk;2026-07-20 14:19;329457;3801;FC A-00007-00047992;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1279644.58;222087.08;1057557.5;1279644.58;.00; "
"netsuite;vonderk;2026-07-20 14:19;329459;3850;FC A-00007-00047993;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;2471989.38;444106.38;2027883;2471989.38;.00; "
"netsuite;vonderk;2026-07-20 14:19;329461;3720;FC A-00007-00047994;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;286393.13;57278.63;229114.5;286393.13;.00; "
"netsuite;vonderk;2026-07-20 14:19;329462;4047;FC A-00007-00047995;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;400026.00;69426.00;330600;400026.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329464;3707;FC A-00007-00047996;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1108066.98;157823.98;950243;1108066.98;.00; "
"netsuite;vonderk;2026-07-20 14:19;329466;3759;FC A-00007-00047997;12/06/2026;11/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;3291003.38;571165.88;2719837.5;3291003.38;.00; "
"netsuite;vonderk;2026-07-20 14:19;329468;3816;FC A-00007-00047998;12/06/2026;12/07/2026;jun 2026;Factura de venta;Abierta;1;1.00;3;PLAZO 30 DIAS;1738387.60;229227.60;1509160;.00;1738387.60; "
"netsuite;vonderk;2026-07-20 14:19;329469;3778;FC A-00007-00047999;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;603863.23;107673.23;496190;603863.23;.00; "
"netsuite;vonderk;2026-07-20 14:19;329471;3769;FC A-00007-00048000;12/06/2026;11/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;678114.25;117689.25;560425;678114.25;.00; "
"netsuite;vonderk;2026-07-20 14:19;329472;3767;FC A-00007-00048001;12/06/2026;11/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;737504.08;127996.58;609507.5;737504.08;.00; "
"netsuite;vonderk;2026-07-20 14:19;329474;3643;FC A-00007-00048002;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;101500.00;20300.00;81200;101500.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329476;3767;FC A-00007-00048003;12/06/2026;11/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;1317804.95;228709.95;1089095;1317804.95;.00; "
"netsuite;vonderk;2026-07-20 14:19;329478;3720;FC A-00007-00048004;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;456750.00;91350.00;365400;456750.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329479;3813;FC A-00007-00048005;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1039014.91;180324.91;858690;1039014.91;.00; "
"netsuite;vonderk;2026-07-20 14:19;329480;13969;FC A-00007-00048006;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;369054.00;76154.00;292900;369054.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;329481;5264;FC A-00007-00048007;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;501785.57;103543.07;398242.5;501785.57;.00; "
"netsuite;vonderk;2026-07-20 14:19;329483;3852;FC A-00007-00048008;12/06/2026;12/07/2026;jun 2026;Factura de venta;Abierta;1;1.00;3;PLAZO 30 DIAS;5200043.73;934216.23;4265827.5;4769242.59;430801.14; "
"netsuite;vonderk;2026-07-20 14:19;329485;3812;FC A-00007-00048009;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;123306.26;21400.26;101906;123306.26;.00; "
"netsuite;vonderk;2026-07-20 14:19;329487;3720;FC A-00007-00048010;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;244234.38;48846.88;195387.5;244234.38;.00; "
"netsuite;vonderk;2026-07-20 14:19;329489;3720;FC A-00007-00048011;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;116924.38;23384.88;93539.5;116924.38;.00; "
"netsuite;vonderk;2026-07-20 14:19;329491;3961;FC A-00007-00048012;12/06/2026;11/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;282117.80;59977.80;222140;282117.80;.00; "
"netsuite;vonderk;2026-07-20 14:19;329495;3794;FC A-00007-00048013;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;594953.13;118990.63;475962.5;594953.13;.00; "
"netsuite;vonderk;2026-07-20 14:19;329497;3961;FC A-00007-00048014;12/06/2026;12/07/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;200355.20;42595.20;157760;200355.20;.00; "
"netsuite;vonderk;2026-07-20 14:19;329498;13609;FC A-00007-00048015;12/06/2026;11/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;1941059.62;400536.12;1540523.5;1941059.62;.00; "
"netsuite;vonderk;2026-07-20 14:19;329499;4075;FC A-00007-00048016;12/06/2026;11/08/2026;jun 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;1326630.10;230241.60;1096388.5;1326630.10;.00; "
